S.no,BR.,Bus No,Route No.,Place,Type,Arr. Time,Dep. Time,To,From,Via
1933,PDK,58N1441,77B,E,SLF,8.35,8.4,M.G.R.BUSSTAND,ARA,SIM
1934,PDK,58N1441,77B,E,SLF,9.45,9.5,M.G.R.BUSSTAND,ARA,SIM
1935,PDK,58N1441,77B,E,SLF,10.55,11.1,M.G.R.BUSSTAND,ARA,SIM
1936,PDK,58N1441,77B,E,SLF,12.15,12.2,M.G.R.BUSSTAND,ARA,SIM
1937,PDK,58N1441,77B,E,SLF,13.25,13.4,M.G.R.BUSSTAND,ARA,SIM
1938,PDK,58N1441,77B,E,SLF,14.45,15,M.G.R.BUSSTAND,ARA,SIM
1939,PDK,58N1441,77B,E,SLF,16.05,16.1,M.G.R.BUSSTAND,ARA,SIM
1940,PDK,58N1441,77B,E,SLF,17.15,17.2,M.G.R.BUSSTAND,ARA,SIM
1941,PDK,58N1441,77B,E,SLF,18.25,18.3,M.G.R.BUSSTAND,ARA,SIM
1942,PDK,58N1441,77B,E,SLF,19.35,19.5,M.G.R.BUSSTAND,ARA,SIM
1943,PDK,58N1441,77B,E,SLF,20.55,21,M.G.R.BUSSTAND,ARA,SIM
1944,PDK,58N1441,77B,E,SLF,22.05,22.1,M.G.R.BUSSTAND,ARA,SIM
1945,PDR,58N1445,77B,X,SLF,5.15,5.2,M.G.R.BUSSTAND,ARA,SIM
1946,PDR,58N1445,77B,X,SLF,6.25,6.35,M.G.R.BUSSTAND,ARA,SIM
1947,PDR,58N1445,77B,X,SLF,7.4,7.45,M.G.R.BUSSTAND,ARA,SIM
1948,PDR,58N1445,77B,X,SLF,8.5,8.55,M.G.R.BUSSTAND,ARA,SIM
1949,PDR,58N1445,77B,X,SLF,10,10.05,M.G.R.BUSSTAND,ARA,SIM
1950,PDR,58N1445,77B,X,SLF,11.1,11.25,M.G.R.BUSSTAND,ARA,SIM
1951,PDR,58N1445,77B,X,SLF,12.3,12.35,M.G.R.BUSSTAND,ARA,SIM
1952,PDR,58N1445,77B,X,SLF,13.5,13.55,M.G.R.BUSSTAND,ARA,SIM
1953,PDR,58N1445,77B,X,SLF,15,15.15,M.G.R.BUSSTAND,ARA,SIM
1954,PDR,58N1445,77B,X,SLF,16.2,16.25,M.G.R.BUSSTAND,ARA,SIM
1955,PDR,58N1445,77B,X,SLF,17.3,17.35,M.G.R.BUSSTAND,ARA,SIM
1956,PDR,58N1445,77B,X,SLF,18.4,18.45,M.G.R.BUSSTAND,ARA,SIM
1957,PDR,58N1445,77B,X,SLF,19.5,20.05,M.G.R.BUSSTAND,ARA,SIM
1958,PDR,58N1445,77B,X,SLF,21.1,21.15,M.G.R.BUSSTAND,ARA,SIM
1959,ENR,58N1450,77BA,B,SLF,4.5,4.55,M.G.R.BUSSTAND,ARA,SIM
1960,PDR,58N1460,77BA,E,SLF,12,13.35,M.G.R.BUSSTAND,ARA,SIM
1961,PDR,58N1460,77BA,E,SLF,21.5,21.55,M.G.R.BUSSTAND,ARA,SIM
1962,ENR,58N1467,77BA,A,SLF,10.3,10.35,M.G.R.BUSSTAND,ARA,SIM
1963,PDR,58N1482,77B,N,SLF,5.25,5.27,M.G.R.BUSSTAND,ARA,SIM
1964,PDR,58N1482,77B,N,SLF,6.2,6.25,M.G.R.BUSSTAND,ARA,SIM
1965,PDR,58N1482,77B,N,SLF,7.3,7.35,M.G.R.BUSSTAND,ARA,SIM
1966,PDR,58N1482,77B,N,SLF,8.4,8.45,M.G.R.BUSSTAND,ARA,SIM
1967,PDR,58N1482,77B,N,SLF,9.5,10,M.G.R.BUSSTAND,ARA,SIM
1968,PDR,58N1482,77B,N,SLF,11.15,11.3,M.G.R.BUSSTAND,ARA,SIM
1969,PDR,58N1482,77B,N,SLF,12.35,12.4,M.G.R.BUSSTAND,ARA,SIM
1970,PDR,58N1482,77B,N,SLF,14,14.05,M.G.R.BUSSTAND,ARA,SIM
1971,PDR,58N1482,77B,N,SLF,15.1,15.15,M.G.R.BUSSTAND,ARA,SIM
1972,PDR,58N1482,77B,N,SLF,16.2,16.25,M.G.R.BUSSTAND,ARA,SIM
1973,PDR,58N1482,77B,N,SLF,17.3,17.35,M.G.R.BUSSTAND,ARA,SIM
1974,PDR,58N1482,77B,N,SLF,18.4,18.45,M.G.R.BUSSTAND,ARA,SIM
1975,PDR,58N1482,77B,N,SLF,19.5,20.05,M.G.R.BUSSTAND,ARA,SIM
1976,PDR,58N1482,77B,N,SLF,21.1,21.15,M.G.R.BUSSTAND,ARA,SIM
1977,PDR,58N1494,77B,L,SLF,5.2,5.25,M.G.R.BUSSTAND,ARA,SIM
1978,PDR,58N1494,77B,L,SLF,6.2,6.3,M.G.R.BUSSTAND,ARA,SIM
1979,PDR,58N1494,77B,L,SLF,7.35,7.4,M.G.R.BUSSTAND,ARA,SIM
1980,PDR,58N1494,77B,L,SLF,8.45,8.5,M.G.R.BUSSTAND,ARA,SIM
1981,PDR,58N1494,77B,L,SLF,9.55,10,M.G.R.BUSSTAND,ARA,SIM
1982,PDR,58N1494,77B,L,SLF,11.05,11.2,M.G.R.BUSSTAND,ARA,SIM
1983,PDR,58N1494,77B,L,SLF,12.25,12.3,M.G.R.BUSSTAND,ARA,SIM
1984,PDR,58N1494,77B,L,SLF,13.45,13.5,M.G.R.BUSSTAND,ARA,SIM
1985,PDR,58N1494,77B,L,SLF,14.55,15.1,M.G.R.BUSSTAND,ARA,SIM
1986,PDR,58N1494,77B,L,SLF,16.15,16.2,M.G.R.BUSSTAND,ARA,SIM
1987,PDR,58N1494,77B,L,SLF,17.25,17.3,M.G.R.BUSSTAND,ARA,SIM
1988,PDR,58N1494,77B,L,SLF,18.35,18.4,M.G.R.BUSSTAND,ARA,SIM
1989,PDR,58N1494,77B,L,SLF,19.45,20,M.G.R.BUSSTAND,ARA,SIM
1990,PDR,58N1494,77B,L,SLF,21.05,21.1,M.G.R.BUSSTAND,ARA,SIM
1991,PDR,58N1543,77B,O,SLF,6.5,7,M.G.R.BUSSTAND,ARA,SIM
1992,PDR,58N1543,77B,O,SLF,8.05,8.1,M.G.R.BUSSTAND,ARA,SIM
1993,PDR,58N1543,77B,O,SLF,9.15,9.2,M.G.R.BUSSTAND,ARA,SIM
1994,PDR,58N1543,77B,O,SLF,10.25,10.3,M.G.R.BUSSTAND,ARA,SIM
1995,PDR,58N1543,77B,O,SLF,11.35,11.5,M.G.R.BUSSTAND,ARA,SIM
1996,PDR,58N1543,77B,O,SLF,12.55,13,M.G.R.BUSSTAND,ARA,SIM
1997,PDR,58N1543,77B,O,SLF,14.05,14.1,M.G.R.BUSSTAND,ARA,SIM
1998,PDR,58N1543,77B,O,SLF,15.25,15.4,M.G.R.BUSSTAND,ARA,SIM
1999,PDR,58N1543,77B,O,SLF,16.45,16.5,M.G.R.BUSSTAND,ARA,SIM
2000,PDR,58N1543,77B,O,SLF,17.55,18,M.G.R.BUSSTAND,ARA,SIM
2001,PDR,58N1543,77B,O,SLF,19.05,19.1,M.G.R.BUSSTAND,ARA,SIM
2002,PDR,58N1543,77B,O,SLF,20.15,20.3,M.G.R.BUSSTAND,ARA,SIM
2003,PDR,58N1543,77B,O,SLF,21.35,21.4,M.G.R.BUSSTAND,ARA,SIM
2004,PDR,58N1543,77B,O,SLF,22.45,22.5,M.G.R.BUSSTAND,ARA,SIM
2005,ENR,58N1570,77B,R,SLF,9.45,9.5,M.G.R.BUSSTAND,ARA,SIM
2006,ENR,58N1570,77B,R,SLF,16.15,16.3,M.G.R.BUSSTAND,ARA,SIM
2007,ENR,58N1570,77B,R,SLF,17.35,17.4,M.G.R.BUSSTAND,ARA,SIM
2008,PDK,58N1576,77B,K,SLF,5.5,5.55,M.G.R.BUSSTAND,ARA,SIM
2009,PDK,58N1576,77B,K,SLF,6.55,7.05,M.G.R.BUSSTAND,ARA,SIM
2010,PDK,58N1576,77B,K,SLF,8.1,8.15,M.G.R.BUSSTAND,ARA,SIM
2011,PDK,58N1576,77B,K,SLF,9.2,9.25,M.G.R.BUSSTAND,ARA,SIM
2012,PDK,58N1576,77B,K,SLF,10.3,10.35,M.G.R.BUSSTAND,ARA,SIM
2013,PDK,58N1576,77B,K,SLF,11.4,11.55,M.G.R.BUSSTAND,ARA,SIM
2014,PDK,58N1576,77B,K,SLF,13,13.05,M.G.R.BUSSTAND,ARA,SIM
2015,PDK,58N1576,77B,K,SLF,14.1,14.25,M.G.R.BUSSTAND,ARA,SIM
2016,PDK,58N1576,77B,K,SLF,15.3,15.45,M.G.R.BUSSTAND,ARA,SIM
2017,PDK,58N1576,77B,K,SLF,16.5,16.55,M.G.R.BUSSTAND,ARA,SIM
2018,PDK,58N1576,77B,K,SLF,18,18.05,M.G.R.BUSSTAND,ARA,SIM
2019,PDK,58N1576,77B,K,SLF,19.1,19.15,M.G.R.BUSSTAND,ARA,SIM
2020,PDK,58N1576,77B,K,SLF,20.2,20.35,M.G.R.BUSSTAND,ARA,SIM
2021,PDK,58N1576,77B,K,SLF,21.4,21.45,M.G.R.BUSSTAND,ARA,SIM
2022,PDR,58N1635,7P,Q,SLF,5.55,6.02,M.G.R.BUSSTAND,ARA,SIM
2023,PDR,58N1635,7P,Q,SLF,8.47,8.52,M.G.R.BUSSTAND,ARA,SIM
2024,PDR,58N1635,7P,Q,SLF,11.45,12.08,M.G.R.BUSSTAND,ARA,SIM
2025,PDR,58N1635,7P,Q,SLF,13.23,13.28,M.G.R.BUSSTAND,ARA,SIM
2026,PDR,58N1635,7P,Q,SLF,14.42,14.47,M.G.R.BUSSTAND,ARA,SIM
2027,PDR,58N1635,7P,Q,SLF,17.3,17.47,M.G.R.BUSSTAND,ARA,SIM
2028,PDR,58N1635,7P,Q,SLF,19,19.2,M.G.R.BUSSTAND,ARA,SIM
2029,PDR,58N1635,7P,Q,SLF,22.15,22.2,M.G.R.BUSSTAND,ARA,SIM
2030,ENR,58N1642,77B,M,SLF,0,6.25,M.G.R.BUSSTAND,ARA,SIM
2031,ENR,58N1642,77B,M,SLF,7.25,7.35,M.G.R.BUSSTAND,ARA,SIM
2032,ENR,58N1642,77B,M,SLF,8.35,8.45,M.G.R.BUSSTAND,ARA,SIM
2033,ENR,58N1642,77B,M,SLF,9.5,9.55,M.G.R.BUSSTAND,ARA,SIM
2034,ENR,58N1642,77B,M,SLF,11,11.15,M.G.R.BUSSTAND,ARA,SIM
2035,ENR,58N1642,77B,M,SLF,12.2,12.25,M.G.R.BUSSTAND,ARA,SIM
2036,ENR,58N1642,77B,M,SLF,13.3,13.35,M.G.R.BUSSTAND,ARA,SIM
2037,ENR,58N1642,77B,M,SLF,14.4,15.05,M.G.R.BUSSTAND,ARA,SIM
2038,ENR,58N1642,77B,M,SLF,17.2,17.25,M.G.R.BUSSTAND,ARA,SIM
2039,ENR,58N1642,77B,M,SLF,18.3,18.35,M.G.R.BUSSTAND,ARA,SIM
2040,ENR,58N1642,77B,M,SLF,19.4,19.55,M.G.R.BUSSTAND,ARA,SIM
2041,ENR,58N1642,77B,M,SLF,21,21.05,M.G.R.BUSSTAND,ARA,SIM
2042,ENR,58N1642,77B,M,SLF,22.1,22.15,M.G.R.BUSSTAND,ARA,SIM
2043,PON,58N1665,77B,G,EXP,0,4.35,M.G.R.BUSSTAND,ARA,SIM
2044,PON,58N1665,77B,G,EXP,5.2,5.3,M.G.R.BUSSTAND,ARA,SIM
2045,SIP,58N1681,77BA,A,SLF,5.37,5.42,M.G.R.BUSSTAND,ARA,SIM
2046,SIP,58N1681,77BA,A,SLF,6.47,6.52,M.G.R.BUSSTAND,ARA,SIM
2047,SIP,58N1681,77BA,A,SLF,8.02,8.05,M.G.R.BUSSTAND,ARA,SIM
2048,SIP,58N1681,77BA,A,SLF,9.08,9.11,M.G.R.BUSSTAND,ARA,SIM
2049,SIP,58N1681,77BA,A,SLF,10.14,10.17,M.G.R.BUSSTAND,ARA,SIM
2050,SIP,58N1681,77BA,A,SLF,11.2,11.23,M.G.R.BUSSTAND,ARA,SIM
2051,SIP,58N1681,77BA,A,SLF,12.33,12.38,M.G.R.BUSSTAND,ARA,SIM
2052,SIP,58N1681,77BA,A,SLF,15.03,15.08,M.G.R.BUSSTAND,ARA,SIM
2053,SIP,58N1681,77BA,A,SLF,16.18,16.21,M.G.R.BUSSTAND,ARA,SIM
2054,SIP,58N1681,77BA,A,SLF,17.24,17.27,M.G.R.BUSSTAND,ARA,SIM
2055,SIP,58N1681,77BA,A,SLF,18.3,18.33,M.G.R.BUSSTAND,ARA,SIM
2056,SIP,58N1681,77BA,A,SLF,19.36,19.39,M.G.R.BUSSTAND,ARA,SIM
2057,SIP,58N1681,77BA,A,SLF,20.49,20.54,M.G.R.BUSSTAND,ARA,SIM
2058,SIP,58N1681,77BA,A,SLF,22.04,22.09,M.G.R.BUSSTAND,ARA,SIM
2059,PON,58N1688,77B,B,SLF,9.35,9.4,M.G.R.BUSSTAND,ARA,SIM
2060,PON,58N1688,77B,B,SLF,12.55,14.15,M.G.R.BUSSTAND,ARA,SIM
2061,PON,58N1688,77B,B,SLF,15.2,15.25,M.G.R.BUSSTAND,ARA,SIM
2062,PON,58N1688,77B,B,SLF,16.4,16.45,M.G.R.BUSSTAND,ARA,SIM
2063,PON,58N1688,77B,B,SLF,17.5,17.55,M.G.R.BUSSTAND,ARA,SIM
2064,PON,58N1708,77BA,I,SLF,5.33,5.35,M.G.R.BUSSTAND,ARA,SIM
2065,PON,58N1708,77BA,I,SLF,6.35,6.45,M.G.R.BUSSTAND,ARA,SIM
2066,PON,58N1708,77BA,I,SLF,9.05,9.1,M.G.R.BUSSTAND,ARA,SIM
2067,PON,58N1708,77BA,I,SLF,10.15,10.2,M.G.R.BUSSTAND,ARA,SIM
2068,PON,58N1708,77BA,I,SLF,11.25,11.35,M.G.R.BUSSTAND,ARA,SIM
2069,PON,58N1708,77BA,I,SLF,12.4,12.45,M.G.R.BUSSTAND,ARA,SIM
2070,PON,58N1708,77BA,I,SLF,13.5,14.05,M.G.R.BUSSTAND,ARA,SIM
2071,PON,58N1708,77BA,I,SLF,15.1,15.15,M.G.R.BUSSTAND,ARA,SIM
2072,PON,58N1708,77BA,I,SLF,16.3,16.35,M.G.R.BUSSTAND,ARA,SIM
2073,PON,58N1708,77BA,I,SLF,17.4,17.45,M.G.R.BUSSTAND,ARA,SIM
2074,PON,58N1708,77BA,I,SLF,18.5,18.55,M.G.R.BUSSTAND,ARA,SIM
2075,PON,58N1708,77BA,I,SLF,20,20.15,M.G.R.BUSSTAND,ARA,SIM
2076,PON,58N1708,77BA,I,SLF,21.2,21.25,M.G.R.BUSSTAND,ARA,SIM
2077,BCB,58N1717,77B,P,SLF,4.43,4.45,M.G.R.BUSSTAND,ARA,SIM
2078,BCB,58N1717,77B,P,SLF,5.45,6.05,M.G.R.BUSSTAND,ARA,SIM
2079,BCB,58N1717,77B,P,SLF,11.3,11.52,M.G.R.BUSSTAND,ARA,SIM
2080,BCB,58N1717,77B,P,SLF,12.57,14.08,M.G.R.BUSSTAND,ARA,SIM
2081,BCB,58N1717,77B,P,SLF,15.18,15.22,M.G.R.BUSSTAND,ARA,SIM
2082,BCB,58N1717,77B,P,SLF,18.05,18.15,M.G.R.BUSSTAND,ARA,SIM
2083,BCB,58N1747,77B,H,SLF,5.4,5.45,M.G.R.BUSSTAND,ARA,SIM
2084,BCB,58N1747,77B,H,SLF,6.45,6.55,M.G.R.BUSSTAND,ARA,SIM
2085,BCB,58N1747,77B,H,SLF,8,8.05,M.G.R.BUSSTAND,ARA,SIM
2086,BCB,58N1747,77B,H,SLF,9.1,9.15,M.G.R.BUSSTAND,ARA,SIM
2087,BCB,58N1747,77B,H,SLF,10.2,10.25,M.G.R.BUSSTAND,ARA,SIM
2088,BCB,58N1747,77B,H,SLF,11.3,11.45,M.G.R.BUSSTAND,ARA,SIM
2089,BCB,58N1747,77B,H,SLF,12.5,12.55,M.G.R.BUSSTAND,ARA,SIM
2090,BCB,58N1747,77B,H,SLF,14,14.15,M.G.R.BUSSTAND,ARA,SIM
2091,BCB,58N1747,77B,H,SLF,15.2,15.35,M.G.R.BUSSTAND,ARA,SIM
2092,BCB,58N1747,77B,H,SLF,16.4,16.45,M.G.R.BUSSTAND,ARA,SIM
2093,BCB,58N1747,77B,H,SLF,17.5,17.55,M.G.R.BUSSTAND,ARA,SIM
2094,BCB,58N1747,77B,H,SLF,19,19.05,M.G.R.BUSSTAND,ARA,SIM
2095,BCB,58N1747,77B,H,SLF,20.1,20.25,M.G.R.BUSSTAND,ARA,SIM
2096,BCB,58N1747,77B,H,SLF,21.3,21.35,M.G.R.BUSSTAND,ARA,SIM
2097,BCB,58N1757,77B,F,SLF,0,18.55,M.G.R.BUSSTAND,ARA,SIM
2098,BCB,58N1757,77B,F,SLF,20,20.05,M.G.R.BUSSTAND,ARA,SIM
2099,BCB,58N1757,77B,F,SLF,21.15,21.2,M.G.R.BUSSTAND,ARA,SIM
2100,PON,58N1762,77BA,S,SLF,0,5,M.G.R.BUSSTAND,ARA,SIM
2101,PON,58N1762,77BA,S,SLF,6.05,6.1,M.G.R.BUSSTAND,ARA,SIM
2102,PON,58N1762,77BA,S,SLF,7.2,7.23,M.G.R.BUSSTAND,ARA,SIM
2103,PON,58N1762,77BA,S,SLF,8.26,8.29,M.G.R.BUSSTAND,ARA,SIM
2104,PON,58N1762,77BA,S,SLF,9.32,9.35,M.G.R.BUSSTAND,ARA,SIM
2105,PON,58N1762,77BA,S,SLF,10.38,10.41,M.G.R.BUSSTAND,ARA,SIM
2106,PON,58N1762,77BA,S,SLF,11.51,11.56,M.G.R.BUSSTAND,ARA,SIM
2107,PON,58N1762,77BA,S,SLF,13.06,13.2,M.G.R.BUSSTAND,ARA,SIM
2108,PON,58N1762,77BA,S,SLF,14.21,14.3,M.G.R.BUSSTAND,ARA,SIM
2109,PON,58N1762,77BA,S,SLF,15.36,15.39,M.G.R.BUSSTAND,ARA,SIM
2110,PON,58N1762,77BA,S,SLF,16.42,16.45,M.G.R.BUSSTAND,ARA,SIM
2111,PON,58N1762,77BA,S,SLF,17.48,17.51,M.G.R.BUSSTAND,ARA,SIM
2112,PON,58N1762,77BA,S,SLF,18.54,18.57,M.G.R.BUSSTAND,ARA,SIM
2113,PON,58N1762,77BA,S,SLF,20.07,20.12,M.G.R.BUSSTAND,ARA,SIM
2114,PON,58N1789,77BA,B,SLF,0,5.56,M.G.R.BUSSTAND,ARA,SIM
2115,PON,58N1789,77BA,B,SLF,7.01,7.06,M.G.R.BUSSTAND,ARA,SIM
2116,PON,58N1789,77BA,B,SLF,8.16,8.19,M.G.R.BUSSTAND,ARA,SIM
2117,PON,58N1789,77BA,B,SLF,9.22,9.25,M.G.R.BUSSTAND,ARA,SIM
2118,PON,58N1789,77BA,B,SLF,10.28,10.31,M.G.R.BUSSTAND,ARA,SIM
2119,PON,58N1789,77BA,B,SLF,11.34,11.37,M.G.R.BUSSTAND,ARA,SIM
2120,PON,58N1789,77BA,B,SLF,12.47,12.5,M.G.R.BUSSTAND,ARA,SIM
2121,PON,58N1789,77BA,B,SLF,14.02,14.12,M.G.R.BUSSTAND,ARA,SIM
2122,PON,58N1789,77BA,B,SLF,15.17,15.22,M.G.R.BUSSTAND,ARA,SIM
2123,PON,58N1789,77BA,B,SLF,16.32,16.35,M.G.R.BUSSTAND,ARA,SIM
2124,PON,58N1789,77BA,B,SLF,17.38,17.41,M.G.R.BUSSTAND,ARA,SIM
2125,PON,58N1789,77BA,B,SLF,18.44,18.47,M.G.R.BUSSTAND,ARA,SIM
2126,PON,58N1789,77BA,B,SLF,19.5,19.53,M.G.R.BUSSTAND,ARA,SIM
2127,PON,58N1789,77BA,B,SLF,21.03,21.08,M.G.R.BUSSTAND,ARA,SIM
2128,PON,58N1797,77B,J,SLF,0,5.35,M.G.R.BUSSTAND,ARA,SIM
2129,PON,58N1797,77B,J,SLF,6.37,6.5,M.G.R.BUSSTAND,ARA,SIM
2130,PON,58N1797,77B,J,SLF,11.05,11.22,M.G.R.BUSSTAND,ARA,SIM
2131,PON,58N1797,77B,J,SLF,12.32,12.38,M.G.R.BUSSTAND,ARA,SIM
2132,PON,58N1797,77B,J,SLF,13.43,13.58,M.G.R.BUSSTAND,ARA,SIM
2133,PON,58N1797,77B,J,SLF,14.53,15.03,M.G.R.BUSSTAND,ARA,SIM
2134,PON,58N1797,77B,J,SLF,20.25,21.05,M.G.R.BUSSTAND,ARA,SIM
2135,PON,58N1801,77BA,Q,SLF,14.25,14.45,M.G.R.BUSSTAND,ARA,SIM
2136,PON,58N1801,77BA,Q,SLF,15.45,15.5,M.G.R.BUSSTAND,ARA,SIM
2137,PON,58N1801,77BA,Q,SLF,19.1,19.25,M.G.R.BUSSTAND,ARA,SIM
2138,PON,58N1801,77BA,Q,SLF,20.4,20.45,M.G.R.BUSSTAND,ARA,SIM
2139,PON,58N1801,77BA,Q,SLF,21.47,21.5,M.G.R.BUSSTAND,ARA,SIM
2140,PON,58N1807,77B,R,ORD,0,5.05,M.G.R.BUSSTAND,ARA,SIM
2141,PON,58N1807,77B,R,ORD,6,6.05,M.G.R.BUSSTAND,ARA,SIM
2142,PON,58N1807,77B,R,ORD,7.2,7.25,M.G.R.BUSSTAND,ARA,SIM
2143,PON,58N1807,77B,R,ORD,8.3,8.35,M.G.R.BUSSTAND,ARA,SIM
2144,PON,58N1807,77B,R,ORD,9.4,9.45,M.G.R.BUSSTAND,ARA,SIM
2145,PON,58N1807,77B,R,ORD,10.5,11.05,M.G.R.BUSSTAND,ARA,SIM
2146,PON,58N1807,77B,R,ORD,12.1,12.15,M.G.R.BUSSTAND,ARA,SIM
2147,PON,58N1807,77B,R,ORD,13.2,13.35,M.G.R.BUSSTAND,ARA,SIM
2148,PON,58N1807,77B,R,ORD,14.4,14.55,M.G.R.BUSSTAND,ARA,SIM
2149,PON,58N1807,77B,R,ORD,16,16.05,M.G.R.BUSSTAND,ARA,SIM
2150,PON,58N1807,77B,R,ORD,17.1,17.15,M.G.R.BUSSTAND,ARA,SIM
2151,PON,58N1807,77B,R,ORD,18.2,18.25,M.G.R.BUSSTAND,ARA,SIM
2152,PON,58N1807,77B,R,ORD,19.3,19.45,M.G.R.BUSSTAND,ARA,SIM
2153,PON,58N1807,77B,R,ORD,20.5,20.55,M.G.R.BUSSTAND,ARA,SIM
2154,PON,58N2329,77B,D,SLF,0,6.05,M.G.R.BUSSTAND,ARA,SIM
2155,PON,58N2329,77B,D,SLF,7.1,7.25,M.G.R.BUSSTAND,ARA,SIM
2156,PON,58N2329,77B,D,SLF,8.25,8.3,M.G.R.BUSSTAND,ARA,SIM
2157,PON,58N2329,77B,D,SLF,9.35,9.4,M.G.R.BUSSTAND,ARA,SIM
2158,PON,58N2329,77B,D,SLF,10.45,11,M.G.R.BUSSTAND,ARA,SIM
2159,PON,58N2329,77B,D,SLF,12.05,12.1,M.G.R.BUSSTAND,ARA,SIM
2160,PON,58N2329,77B,D,SLF,13.15,13.2,M.G.R.BUSSTAND,ARA,SIM
2161,PON,58N2329,77B,D,SLF,14.25,14.5,M.G.R.BUSSTAND,ARA,SIM
2162,PON,58N2329,77B,D,SLF,15.55,16,M.G.R.BUSSTAND,ARA,SIM
2163,PON,58N2329,77B,D,SLF,17.05,17.1,M.G.R.BUSSTAND,ARA,SIM
2164,PON,58N2329,77B,D,SLF,18.15,18.2,M.G.R.BUSSTAND,ARA,SIM
2165,PON,58N2329,77B,D,SLF,19.25,19.4,M.G.R.BUSSTAND,ARA,SIM
2166,PON,58N2329,77B,D,SLF,20.45,20.5,M.G.R.BUSSTAND,ARA,SIM
2167,PON,58N2329,77B,D,SLF,21.55,22,M.G.R.BUSSTAND,ARA,SIM
2168,PON,58N2333,77B,G,ORD,0,5.3,M.G.R.BUSSTAND,ARA,SIM
2169,PON,58N2333,77B,G,ORD,6.3,6.4,M.G.R.BUSSTAND,ARA,SIM
2170,PON,58N2333,77B,G,ORD,7.4,7.5,M.G.R.BUSSTAND,ARA,SIM
2171,PON,58N2333,77B,G,ORD,8.55,9,M.G.R.BUSSTAND,ARA,SIM
2172,PON,58N2333,77B,G,ORD,10.05,10.1,M.G.R.BUSSTAND,ARA,SIM
2173,PON,58N2333,77B,G,ORD,11.15,11.3,M.G.R.BUSSTAND,ARA,SIM
2174,PON,58N2333,77B,G,ORD,12.35,12.4,M.G.R.BUSSTAND,ARA,SIM
2175,PON,58N2333,77B,G,ORD,13.45,14,M.G.R.BUSSTAND,ARA,SIM
2176,PON,58N2333,77B,G,ORD,15.05,15.2,M.G.R.BUSSTAND,ARA,SIM
2177,PON,58N2333,77B,G,ORD,16.25,16.3,M.G.R.BUSSTAND,ARA,SIM
2178,PON,58N2333,77B,G,ORD,17.35,17.4,M.G.R.BUSSTAND,ARA,SIM
2179,PON,58N2333,77B,G,ORD,18.45,18.5,M.G.R.BUSSTAND,ARA,SIM
2180,PON,58N2333,77B,G,ORD,19.55,20.1,M.G.R.BUSSTAND,ARA,SIM
2181,PON,58N2333,77B,G,ORD,21.15,21.2,M.G.R.BUSSTAND,ARA,SIM
2182,TPK,58N2334,77BA,E,SLF,6.19,6.24,M.G.R.BUSSTAND,ARA,SIM
2183,TPK,58N2334,77BA,E,SLF,7.34,7.37,M.G.R.BUSSTAND,ARA,SIM
2184,TPK,58N2334,77BA,E,SLF,8.4,8.43,M.G.R.BUSSTAND,ARA,SIM
2185,TPK,58N2334,77BA,E,SLF,9.46,9.49,M.G.R.BUSSTAND,ARA,SIM
2186,TPK,58N2334,77BA,E,SLF,10.52,10.55,M.G.R.BUSSTAND,ARA,SIM
2187,TPK,58N2334,77BA,E,SLF,12.05,12.1,M.G.R.BUSSTAND,ARA,SIM
2188,TPK,58N2334,77BA,E,SLF,14.38,14.4,M.G.R.BUSSTAND,ARA,SIM
2189,TPK,58N2334,77BA,E,SLF,15.5,15.53,M.G.R.BUSSTAND,ARA,SIM
2190,TPK,58N2334,77BA,E,SLF,16.56,16.59,M.G.R.BUSSTAND,ARA,SIM
2191,TPK,58N2334,77BA,E,SLF,18.02,18.05,M.G.R.BUSSTAND,ARA,SIM
2192,TPK,58N2334,77BA,E,SLF,19.08,19.11,M.G.R.BUSSTAND,ARA,SIM
2193,TPK,58N2334,77BA,E,SLF,20.21,20.26,M.G.R.BUSSTAND,ARA,SIM
2194,PDK,58N2340,77B,T,SLF,6.35,6.53,M.G.R.BUSSTAND,ARA,SIM
2195,PDK,58N2340,77B,T,SLF,7.58,8,M.G.R.BUSSTAND,ARA,SIM
2196,PDK,58N2340,77B,T,SLF,9.05,9.13,M.G.R.BUSSTAND,ARA,SIM
2197,PDK,58N2340,77B,T,SLF,10.18,10.23,M.G.R.BUSSTAND,ARA,SIM
2198,PDK,58N2340,77B,T,SLF,11.38,11.43,M.G.R.BUSSTAND,ARA,SIM
2199,PDK,58N2340,77B,T,SLF,12.48,12.53,M.G.R.BUSSTAND,ARA,SIM
2200,PDK,58N2340,77B,T,SLF,14.08,14.13,M.G.R.BUSSTAND,ARA,SIM
2201,PDK,58N2340,77B,T,SLF,15.28,15.33,M.G.R.BUSSTAND,ARA,SIM
2202,PDK,58N2340,77B,T,SLF,16.38,16.43,M.G.R.BUSSTAND,ARA,SIM
2203,PDK,58N2340,77B,T,SLF,17.48,17.53,M.G.R.BUSSTAND,ARA,SIM
2204,PDK,58N2340,77B,T,SLF,18.58,19.03,M.G.R.BUSSTAND,ARA,SIM
2205,PDK,58N2340,77B,T,SLF,20.18,20.23,M.G.R.BUSSTAND,ARA,SIM
2206,PDK,58N2340,77B,T,SLF,21.28,21.33,M.G.R.BUSSTAND,ARA,SIM
2207,PDK,58N2340,77B,T,SLF,22.4,22.45,M.G.R.BUSSTAND,ARA,SIM
